Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Locus Type,Is Pseudogene,Is Partial Gene,Add Date,Is Public,Sequencing Status,Transmembrane Helices,Signal Peptides,Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,Pfam,Tigrfam,SMART,SUPERFam,CATH FunFam,Enzyme,KO,IMG Term,MyIMG (self),MyIMG (group),MyIMG (public)
3300049257 assembled Ga0508133_052489_1_243,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,243,-,243,81,CDS,,,,No,Draft,,,Ga0508133_052489,,Ga0508133_052489,260,0.65,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_023089_2_673,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,673,-,672,224,CDS,,,,No,Draft,,,Ga0508133_023089,,Ga0508133_023089,674,0.57,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_060930_5_214,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,5,214,#ERROR!,210,70,CDS,,,,No,Draft,,,Ga0508133_060930,,Ga0508133_060930,216,0.61,1,,,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_020089_207_677,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,207,677,-,471,156,CDS,,,,No,Draft,,,Ga0508133_020089,,Ga0508133_020089,678,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049256 assembled Ga0508132_42775_1_402,null,nitrogenase molybdenum-iron protein beta chain,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,1,402,-,402,134,CDS,,,,No,Draft,,,Ga0508132_42775,,Ga0508132_42775,403,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_013674_2_307,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,307,-,306,102,CDS,,,,No,Draft,,,Ga0508133_013674,,Ga0508133_013674,307,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_080997_7_108,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,7,108,#ERROR!,102,33,CDS,,,,No,Draft,,,Ga0508133_080997,,Ga0508133_080997,282,0.6,1,,,,,,,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_026151_11_307,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,11,307,#ERROR!,297,99,CDS,,,,No,Draft,,,Ga0508133_026151,,Ga0508133_026151,307,0.61,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049256 assembled Ga0508132_53983_1_261,null,nitrogenase molybdenum-iron protein beta chain,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,1,261,-,261,87,CDS,,,,No,Draft,,,Ga0508132_53983,,Ga0508132_53983,370,0.69,1,,,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_040289_3_548,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,548,-,546,182,CDS,,,,No,Draft,,,Ga0508133_040289,,Ga0508133_040289,549,0.65,1,,pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_045229_1_105,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,105,-,105,35,CDS,,,,No,Draft,,,Ga0508133_045229,,Ga0508133_045229,332,0.69,1,,,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_084713_2_211,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,211,-,210,70,CDS,,,,No,Draft,,,Ga0508133_084713,,Ga0508133_084713,211,0.65,1,,,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_021954_7_576,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,7,576,#ERROR!,570,190,CDS,,,,No,Draft,,,Ga0508133_021954,,Ga0508133_021954,578,0.66,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049256 assembled Ga0508132_01998_2745_3071,null,nitrogenase molybdenum-iron protein beta chain,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,2745,3071,-,327,108,CDS,,,,No,Draft,,,Ga0508132_01998,,Ga0508132_01998,3071,0.68,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_069496_1_189,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,189,#ERROR!,189,62,CDS,,,,No,Draft,,,Ga0508133_069496,,Ga0508133_069496,309,0.61,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_000488_310_1131,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,310,1131,#ERROR!,822,274,CDS,,,,No,Draft,,,Ga0508133_000488,,Ga0508133_000488,1132,0.65,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_002796_1_339,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,339,#ERROR!,339,113,CDS,,,,No,Draft,,,Ga0508133_002796,,Ga0508133_002796,341,0.62,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_063283_1_273,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,273,-,273,91,CDS,,,,No,Draft,,,Ga0508133_063283,,Ga0508133_063283,273,0.66,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_041835_2_193,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,193,#ERROR!,192,63,CDS,,,,No,Draft,,,Ga0508133_041835,,Ga0508133_041835,215,0.68,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_021544_1_423,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,423,#ERROR!,423,141,CDS,,,,No,Draft,,,Ga0508133_021544,,Ga0508133_021544,425,0.69,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_078931_1_393,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,393,#ERROR!,393,131,CDS,,,,No,Draft,,,Ga0508133_078931,,Ga0508133_078931,395,0.61,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_077071_75157_76653,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,75157,76653,#ERROR!,1497,499,CDS,,,,No,Draft,,,Ga0508133_077071,,Ga0508133_077071,76655,0.65,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase<<>>pfam11844===Domain of unknown function (DUF3364),TIGR01286===nitrogenase molybdenum-iron protein beta chain,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_000952_3_341,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,341,-,339,113,CDS,,,,No,Draft,,,Ga0508133_000952,,Ga0508133_000952,378,0.65,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_056903_1_1200,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,1200,-,1200,400,CDS,,,,No,Draft,,,Ga0508133_056903,,Ga0508133_056903,2186,0.61,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase<<>>pfam11844===Domain of unknown function (DUF3364),TIGR01286===nitrogenase molybdenum-iron protein beta chain,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_073634_2_595,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,595,#ERROR!,594,197,CDS,,,,No,Draft,,,Ga0508133_073634,,Ga0508133_073634,1926,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_025105_343584_344972,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,343584,344972,-,1389,462,CDS,,,,No,Draft,,,Ga0508133_025105,,Ga0508133_025105,475970,0.47,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,TIGR01286===nitrogenase molybdenum-iron protein beta chain,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_030819_44116_45411,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,44116,45411,#ERROR!,1296,431,CDS,,,,No,Draft,,,Ga0508133_030819,,Ga0508133_030819,77822,0.44,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_031500_3_281,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,281,#ERROR!,279,93,CDS,,,,No,Draft,,,Ga0508133_031500,,Ga0508133_031500,282,0.64,1,COG0340===Biotin-(acetyl-CoA carboxylase) ligase,,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049256 assembled Ga0508132_00441_4293_5576,null,nitrogenase molybdenum-iron protein beta chain,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,4293,5576,-,1284,427,CDS,,,,No,Draft,,,Ga0508132_00441,,Ga0508132_00441,14664,0.62,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_053724_3_827,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,827,-,825,275,CDS,,,,No,Draft,,,Ga0508133_053724,,Ga0508133_053724,877,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049256 assembled Ga0508132_63279_2_343,null,nitrogenase molybdenum-iron protein beta chain,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,2,343,-,342,114,CDS,,,,No,Draft,,,Ga0508132_63279,,Ga0508132_63279,345,0.58,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_045544_1_309,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,309,-,309,103,CDS,,,,No,Draft,,,Ga0508133_045544,,Ga0508133_045544,310,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_041878_1_216,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,216,-,216,72,CDS,,,,No,Draft,,,Ga0508133_041878,,Ga0508133_041878,217,0.63,1,,,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_089619_2_439,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,439,#ERROR!,438,146,CDS,,,,No,Draft,,,Ga0508133_089619,,Ga0508133_089619,441,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_037871_189_533,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,189,533,#ERROR!,345,115,CDS,,,,No,Draft,,,Ga0508133_037871,,Ga0508133_037871,534,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_004164_3_206,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,206,-,204,68,CDS,,,,No,Draft,,,Ga0508133_004164,,Ga0508133_004164,260,0.61,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_096016_29_499,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,29,499,-,471,156,CDS,,,,No,Draft,,,Ga0508133_096016,,Ga0508133_096016,500,0.66,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_015806_2_565,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,565,#ERROR!,564,187,CDS,,,,No,Draft,,,Ga0508133_015806,,Ga0508133_015806,903,0.64,1,,pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_037314_1_357,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,357,#ERROR!,357,119,CDS,,,,No,Draft,,,Ga0508133_037314,,Ga0508133_037314,359,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor","1.10.460.10===Topoisomerase I, domain 2",EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_049921_1_348,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,348,#ERROR!,348,116,CDS,,,,No,Draft,,,Ga0508133_049921,,Ga0508133_049921,350,0.57,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_090045_3_209,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,209,-,207,69,CDS,,,,No,Draft,,,Ga0508133_090045,,Ga0508133_090045,210,0.63,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_083674_3185_4570,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3185,4570,-,1386,461,CDS,,,,No,Draft,,,Ga0508133_083674,,Ga0508133_083674,6228,0.63,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
